代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
6446,藥華藥,12/30,472.5,-12,-2.48,2025,年,1.098,1.097,2.196,510,0.22,538,0.2,0.42,'25/08/11,'25/09/11,'25/09/05
6461,益得,12/30,16.2,-0.3,-1.82,2025,年,0,0,0,,0,,0,0,,,
代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
6469,大樹,12/30,94.1,-0.5,-0.53,2025,年,3.297,1.299,4.596,150.5,2.19,164,0.79,2.98,'25/07/01,'25/08/22,'25/07/24
6472,保瑞,12/30,491,-6,-1.21,2026,半年,0,0,0,,,,0,0,,,
6491,晶碩,12/30,283.5,+2,+0.71,2025,年,11,0,11,332.5,3.31,,0,3.31,'25/06/12,,'25/07/10
6492,生華科,12/30,42.85,+0.1,+0.23,2025,年,0,0,0,,0,,0,0,,,
6496,科懋,12/30,29.15,+0.15,+0.52,2025,年,0,0,0,,0,,0,0,,,
6499,益安,12/30,95.3,-2.1,-2.16,2025,年,0,0,0,,0,,0,0,,,
6523,達爾膚,12/30,117.5,-0.5,-0.42,2025,季,10,0,10,126,7.62,,0,7.62,'25/12/04,,'25/12/31
6527,明達醫,12/30,76.6,-0.4,-0.52,2025,年,2.25,0,2.25,88.6,2.54,,0,2.54,'25/07/24,,'25/08/15
6534,正瀚-創,12/30,90.2,-0.9,-0.99,2025,半年,4.1,0,4.1,106.5,4.79,,0,4.79,'25/08/21,,'25/09/19
6535,順藥,12/30,189,-0.5,-0.26,2025,年,0,0,0,,0,,0,0,,,
6541,泰福-KY,12/30,56.4,-2.4,-4.08,2025,年,0,0,0,,0,,0,0,,,
6547,高端疫苗,12/30,37.8,-0.05,-0.13,2025,年,0,0,0,,0,,0,0,,,
6550,北極星藥業-KY,12/30,30.5,-0.5,-1.61,2025,年,0,0,0,,0,,0,0,,,
