代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
00849B,中信EM主權債0-5,12/30,37.35,-0.01,-0.03,2025,季,1.29,0,1.29,36.52,3.49,,0,3.49,'25/10/20,,'25/11/14
00850,元大臺灣ESG永續,12/30,55.15,-0.1,-0.18,2025,季,2.56,0,2.56,53.45,5.4,,0,5.4,'25/11/21,,'25/12/12
00851,台新全球AI,12/30,56.5,+0.1,+0.18,2025,年,1.7,0,1.7,56,3.04,,0,3.04,'25/10/17,,'25/11/07
00852L,國泰美國道瓊正2,12/30,30.91,-0.34,-1.09,2024,無,0,0,0,,0,,0,0,,,
00853B,統一美債10年Aa-A,12/30,28.09,-0.04,-0.14,2025,季,1.304,0,1.304,28.19,4.66,,0,4.66,'25/12/16,,'26/01/09
00856B,永豐1-3年美公債,12/30,37.49,-0.01,-0.03,2025,季,1.73,0,1.73,38.01,4.62,,0,4.62,'25/12/23,,'26/01/19
00857B,永豐20年美公債,12/30,23.55,-0.02,-0.08,2025,季,1.045,0,1.045,23.75,4.42,,0,4.42,'25/12/23,,'26/01/19
00858,永豐美國500大,12/30,34.02,-0.19,-0.56,2025,半年,3.3,0,3.3,30.69,9.94,,0,9.94,'25/07/24,,'25/08/19
00859B,群益0-1年美債,12/30,40.83,-0.09,-0.22,2025,季,1.957,0,1.957,41.33,4.77,,0,4.77,'25/12/16,,'26/01/13
00860B,群益1-5Y投資級債,12/30,38.17,-0.05,-0.13,2025,季,1.866,0,1.866,37.95,4.95,,0,4.95,'25/11/18,,'25/12/12
00861,元大全球未來通訊,12/30,55.95,+0.1,+0.18,2024,無,0,0,0,,0,,0,0,,,
00862B,中信投資級公司債,12/30,31.98,-0.07,-0.22,2025,季,1.555,0,1.555,32.1,4.88,,0,4.88,'25/12/16,,'26/01/13
00863B,中信全球電信債,12/30,32.48,-0.07,-0.22,2025,季,1.73,0,1.73,32.55,5.34,,0,5.34,'25/12/16,,'26/01/13
00864B,中信美國公債0-1,12/30,46.09,-0.06,-0.13,2025,季,1.12,0,1.12,45.96,2.47,,0,2.47,'25/11/18,,'25/12/12
代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
00865B,國泰US短期公債,12/30,47.13,-0.04,-0.08,2024,無,0,0,0,,0,,0,0,,,
00867B,新光A-BBB電信債,12/30,31.79,+0.09,+0.28,2025,季,1.67,0,1.67,31.7,5.34,,0,5.34,'25/11/20,,'25/12/17
00870B,元大15年EM主權債,12/30,29.18,-0.02,-0.07,2025,季,1.52,0,1.52,29.55,5.39,,0,5.39,'25/10/23,,'25/11/14
